bigg_id,name,iAF692_results,iAF987_results,iAM_Pb448_results,iAM_Pc455_results,iAM_Pf480_results,iAM_Pk459_results,iHN637_results,iJN1463_results,iML1515_results,iPC815_results,iSDY_1059_results,iSF_1195_results,iSSON_1240_results,iSbBS512_1146_results,iYL1228_results,iAF692,iAF987,iAM_Pb448,iAM_Pc455,iAM_Pf480,iAM_Pk459,iHN637,iJN1463,iML1515,iPC815,iSDY_1059,iSF_1195,iSSON_1240,iSbBS512_1146,iYL1228
f1p_c,D-Fructose 1-phosphate,IN,,,,,,IN,IN,IN,IN,IN,IN,IN,IN,IN,IN,,,,,,IN,IN,IN,IN,IN,IN,IN,IN,IN
fad_c,Flavin adenine dinucleotide oxidized,,OUT,IS,IS,IS,IS,IS,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,IS,IS,IS,IS,IS,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
fe2_c,Fe2+ mitochondria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fecrm_c,Ferrichrome,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS,,,,,,,,IS,IS,IS,IS,IS,IS,IS,IS
feoxam_c,Generic ferrioxamine-Fe-III,,,,,,,,IS,IS,,IS,IS,IS,IS,IS,,,,,,,,IS,IS,,IS,IS,IS,IS,IS
feoxam_un_c,Ferroxamine minus Fe(3),,,,,,,,IS,IS,,IS,IS,IS,IS,,,,,,,,,IS,IS,,IS,IS,IS,IS,
forcoa_c,Formyl-CoA(4-),,,,,,,,,GSC,,IS,IS,IS,IS,,,,,,,,,,GSC,,IS,IS,IS,IS,
frdp_c,Farnesyl diphosphate,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
fruur_c,D-Fructuronate,,IS,,,,,,,IN,IS,,IN,IN,IN,IN,,IS,,,,,,,IN,IS,,IN,IN,IN,IN
fuc__L_c,L-Fucose,,,,,,,,,IN,IS,IN,IS,IS,IN,IN,,,,,,,,,IN,IS,IN,IS,IS,IN,IN
g3pc_c,Sn-Glycero-3-phosphocholine,,,IN,IN,IN,IN,IN,,IN,IN,,IN,IN,IN,IN,,,IN,IN,IN,IN,IN,,IN,IN,,IN,IN,IN,IN
g3pe_c,Sn-Glycero-3-phosphoethanolamine,,,IN,IN,IN,IN,IN,GSC,GSC,IN,OUT,GSC,GSC,GSC,GSC,,,IN,IN,IN,IN,IN,GSC,GSC,IN,OUT,GSC,GSC,GSC,GSC
g3pi_c,Sn-Glycero-3-phospho-1-inositol,,,,,,,,,IN,IN,,IN,IN,IN,IN,,,,,,,,,IN,IN,,IN,IN,IN,IN
gdpofuc_c,GDP-4-oxo-L-fucose,OUT,OUT,,,,,,,OUT,,,OUT,OUT,OUT,,OUT,OUT,,,,,,,OUT,,,OUT,OUT,OUT,
gdptp_c,Guanosine 3'-diphosphate 5'-triphosphate,,GSC,IS,IS,IS,IS,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,IS,IS,IS,IS,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
ggagicolipa_c,Glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,,,,,,,,,OUT,,IS,IS,IS,IS,,,,,,,,,,OUT,,IS,IS,IS,IS,
gggagicolipa_c,Glucosyl-glucosyl-galactosyl-glucosyl-inner core oligosaccharide lipid A,,,,,,,,,OUT,,IS,IS,IS,IS,,,,,,,,,,OUT,,IS,IS,IS,IS,
ghb_c,Gamma-hydroxybutyrate,,GSC,,,,,,,GSC,,,GSC,GSC,GSC,,,GSC,,,,,,,GSC,,,GSC,GSC,GSC,
gicolipa_c,Glucosyl-inner core oligosaccharide lipid A,,,,,,,,,OUT,,IS,IS,IS,IS,,,,,,,,,,OUT,,IS,IS,IS,IS,
glcn_c,D-Gluconate,IS,,IN,IN,IN,IN,IN,GSC,GSC,IN,IN,IN,IN,IN,IN,IS,,IN,IN,IN,IN,IN,GSC,GSC,IN,IN,IN,IN,IN,IN
glu__D_c,D-Glutamate,,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
glyc__R_c,(R)-Glycerate,OUT,,GSC,GSC,GSC,GSC,IN,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN,OUT,,GSC,GSC,GSC,GSC,IN,GSC,GSC,IN,GSC,GSC,GSC,GSC,IN
glyc2p_c,Glycerol 2-phosphate,,,,,,,,IN,IN,,IN,IN,IN,IN,,,,,,,,,IN,IN,,IN,IN,IN,IN,
glyclt_c,Glycolate C2H3O3,IS,GSC,,,,,,GSC,GSC,GSC,GSC,OUT,GSC,GSC,OUT,IS,GSC,,,,,,GSC,GSC,GSC,GSC,OUT,GSC,GSC,OUT
grdp_c,Geranyl diphosphate,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
grxrd_c,Glutaredoxin (reduced),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gslnt_c,Glutathiolselenolate,,,,,,,,OUT,OUT,,OUT,IS,OUT,OUT,,,,,,,,,OUT,OUT,,OUT,IS,OUT,OUT,
h_c,H+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2_c,Hydrogen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h2o_c,H2O H2O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hcys__L_c,L-Homocysteine,OUT,GSC,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,IS,OUT,OUT,OUT,OUT,GSC,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,IS,OUT,OUT,OUT
hdca_c,Hexadecanoate (n-C16:0),,OUT,IS,IS,IS,IS,IS,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,OUT,IS,IS,IS,IS,IS,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC
hdd2coa_c,Trans-Hexadec-2-enoyl-CoA,,GSC,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
hg2_c,Mercury  charged 2  Hg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hhlipa_c,Heptosyl-heptosyl-kdo2-lipidA,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT
his__L_c,L-Histidine,OUT,OUT,IS,IS,IS,IS,GSC,GSC,OUT,IS,OUT,OUT,OUT,OUT,GSC,OUT,OUT,IS,IS,IS,IS,GSC,GSC,OUT,IS,OUT,OUT,OUT,OUT,GSC
hkndd_c,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate",,,,,,,,,IN,,,,IS,,IN,,,,,,,,,IN,,,,IS,,IN
hlipa_c,Heptosyl-kdo2-lipidA,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT
hom__L_c,L-Homoserine,GSC,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
hxan_c,Hypoxanthine,IS,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IS,OUT,GSC,GSC,OUT,GSC,IS,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IS,OUT,GSC,GSC,OUT,GSC
icolipa_c,Inner core oligosaccharide lipid A (E coli),,,,,,,,,OUT,,IS,IS,IS,IS,,,,,,,,,,OUT,,IS,IS,IS,IS,
imp_c,IMP C10H11N4O8P,GSC,GSC,IN,IN,IN,IN,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,IN,IN,IN,IN,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
indole_c,Indole,OUT,,,,,,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,OUT,,,,,,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
kdo2lipid4L_c,KDO(2)-lipid IV(A) with laurate,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT
kdo8p_c,3-Deoxy-D-manno-octulosonate 8-phosphate,,OUT,,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
lcts_c,Lactose C12H22O11,,,,,,,,IS,IN,IN,IN,IN,IN,IN,IN,,,,,,,,IS,IN,IN,IN,IN,IN,IN,IN
lipa_c,KDO(2)-lipid (A),,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT
lipa_cold_c,Cold adapted KDO(2)-lipid (A),,,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT,,,,,,,,,OUT,,OUT,OUT,OUT,OUT,OUT
lipidAds_c,Lipid A Disaccharide,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
lipidX_c,"2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate",,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
malcoame_c,Malonyl-CoA methyl ester,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,
malt_c,Maltose C12H22O11,,IN,,,,,IS,GSC,IN,IN,IN,IN,IN,IN,IN,,IN,,,,,IS,GSC,IN,IN,IN,IN,IN,IN,IN
malt6p_c,Maltose 6'-phosphate,,,,,,,,,IS,IS,IS,IS,IS,IS,IS,,,,,,,,,IS,IS,IS,IS,IS,IS,IS
malthx_c,Maltohexaose,,IN,,,,,IS,,IN,IN,IN,IN,IN,IN,IN,,IN,,,,,IS,,IN,IN,IN,IN,IN,IN,IN
maltpt_c,Maltopentaose,,IN,,,,,,,IN,IN,IN,IN,IN,IN,IN,,IN,,,,,,,IN,IN,IN,IN,IN,IN,IN
mercppyr_c,Mercaptopyruvate,,,IS,IS,IS,IS,,,OUT,IS,IS,,IS,IS,IS,,,IS,IS,IS,IS,,,OUT,IS,IS,,IS,IS,IS
met__L_c,L-Methionine,GSC,OUT,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,IS,OUT,OUT,OUT,GSC,OUT,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,IS,OUT,OUT,OUT
metsox_S__L_c,L-Methionine Sulfoxide,,IS,,,,,,GSC,OUT,IS,OUT,IS,OUT,OUT,IS,,IS,,,,,,GSC,OUT,IS,OUT,IS,OUT,OUT,IS
micit_c,Methylisocitrate,,GSC,,,,,,GSC,GSC,IS,IS,IS,IS,IS,,,GSC,,,,,,GSC,GSC,IS,IS,IS,IS,IS,
moadcosh_c,MoaD Protein with thiocarboxylate,,IS,,,,,,IS,IS,,IS,IS,IS,IS,,,IS,,,,,,IS,IS,,IS,IS,IS,IS,
mpt_c,Molybdopterin,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,
msa_c,Malonate semialdehyde,,,,,,,,GSC,OUT,,OUT,OUT,OUT,IS,IN,,,,,,,,GSC,OUT,,OUT,OUT,OUT,IS,IN
myrsACP_c,Myristoyl-ACP (n-C14:0ACP),,OUT,,,,,OUT,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC
nad_c,Nicotinamide adenine dinucleotide,IS,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IN,GSC,IN,IN,GSC,GSC,IS,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IN,GSC,IN,IN,GSC,GSC
ni2_c,Nickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nicrnt_c,Nicotinate D-ribonucleotide,IN,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IS,GSC,IN,IN,GSC,GSC,IN,OUT,IS,IS,IS,IS,OUT,GSC,GSC,IS,GSC,IN,IN,GSC,GSC
o16aund_c,O16 antigen undecaprenyl diphosphate,,,,,,,,,IS,,IS,IS,IS,IS,,,,,,,,,,IS,,IS,IS,IS,IS,
oaa_c,Oxaloacetate,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
ocdcap_c,Octadecanoyl-phosphate (n-C18:0),,OUT,,,,,,GSC,GSC,,GSC,GSC,GSC,GSC,,,OUT,,,,,,GSC,GSC,,GSC,GSC,GSC,GSC,
ocdcea_c,Octadecenoate (n-C18:1),,OUT,IS,IS,IS,IS,,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,IS,IS,IS,IS,,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC
odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),,GSC,IS,IS,IS,IS,,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,GSC,IS,IS,IS,IS,,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC
opmeACP_c,3-Oxo-pimeloyl-[acyl-carrier protein] methyl ester,,OUT,,,,,,GSC,OUT,,OUT,OUT,OUT,OUT,,,OUT,,,,,,GSC,OUT,,OUT,OUT,OUT,OUT,
pant__R_c,(R)-Pantoate,OUT,OUT,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
pe120_c,"Phosphatidylethanolamine (didodecanoyl, n-C12:0)",,OUT,,,,,OUT,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,OUT,GSC,IN,GSC,GSC,GSC,GSC,GSC
pe160_c,"Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)",,OUT,,,,,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
pg120_c,"Phosphatidylglycerol (didodecanoyl, n-C12:0)",,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pg141_c,"Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)",,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pg161_c,"Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)",,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
phe__L_c,L-Phenylalanine,OUT,OUT,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,GSC,OUT,GSC,OUT,OUT,OUT,IS,IS,IS,IS,OUT,GSC,OUT,IS,OUT,GSC,OUT,GSC,OUT
ppap_c,Propanoyl phosphate,OUT,GSC,,,,,OUT,OUT,GSC,OUT,OUT,OUT,OUT,OUT,OUT,OUT,GSC,,,,,OUT,OUT,GSC,OUT,OUT,OUT,OUT,OUT,OUT
ppbng_c,Porphobilinogen,OUT,OUT,IS,IS,IS,IS,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,OUT,OUT,IS,IS,IS,IS,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
ppp9_c,Protoporphyrin,IS,OUT,IS,IS,IS,IS,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,IS,OUT,IS,IS,IS,IS,,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
pppg9_c,Protoporphyrinogen IX,,OUT,IS,IS,IS,IS,IS,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,IS,IS,IS,IS,IS,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
preq0_c,7-cyano-7-carbaguanine,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,
preq1_c,7-aminomethyl-7-deazaguanine,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,,,OUT,,,,,,OUT,OUT,,OUT,OUT,OUT,OUT,
prlp_c,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,OUT,GSC,,,,,GSC,GSC,GSC,IS,GSC,GSC,GSC,GSC,GSC,OUT,GSC,,,,,GSC,GSC,GSC,IS,GSC,GSC,GSC,GSC,GSC
progly_c,L-Prolinylglycine,,,,,,,,IN,IN,IN,IN,IN,IN,IN,IN,,,,,,,,IN,IN,IN,IN,IN,IN,IN,IN
prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
psclys_c,Psicoselysine,,,,,,,,,IN,IS,IS,IN,IN,IN,,,,,,,,,,IN,IS,IS,IN,IN,IN,
pser__L_c,O-Phospho-L-serine,GSC,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,,,,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
pydx_c,Pyridoxal,,,GSC,GSC,GSC,GSC,,IS,OUT,IS,OUT,OUT,OUT,OUT,OUT,,,GSC,GSC,GSC,GSC,,IS,OUT,IS,OUT,OUT,OUT,OUT,OUT
pydx5p_c,Pyridoxal 5'-phosphate,,OUT,GSC,GSC,GSC,GSC,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,GSC,GSC,GSC,GSC,OUT,OUT,OUT,IS,OUT,OUT,OUT,OUT,OUT
q8h2_c,Ubiquinol-8,,,,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,,,,,,,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
quln_c,Quinolinate,IS,OUT,,,,,OUT,OUT,OUT,IS,OUT,IS,IS,OUT,OUT,IS,OUT,,,,,OUT,OUT,OUT,IS,OUT,IS,IS,OUT,OUT
r15bp_c,"D-Ribose 1,5-bisphosphate",GSC,,,,,,,GSC,GSC,IN,GSC,OUT,GSC,OUT,GSC,GSC,,,,,,,GSC,GSC,IN,GSC,OUT,GSC,OUT,GSC
r1p_c,Alpha-D-Ribose 1-phosphate,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
r5p_c,Alpha-D-Ribose 5-phosphate,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
rdmbzi_c,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",,OUT,,,,,OUT,OUT,IS,,IS,IS,IS,IS,OUT,,OUT,,,,,OUT,OUT,IS,,IS,IS,IS,IS,OUT
rib__D_c,D-Ribose,IN,IN,,,,,IN,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,IN,IN,,,,,IN,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
ribflv_c,Riboflavin C17H20N4O6,OUT,OUT,IS,IS,IS,IS,IS,GSC,OUT,IS,OUT,OUT,OUT,OUT,GSC,OUT,OUT,IS,IS,IS,IS,IS,GSC,OUT,IS,OUT,OUT,OUT,OUT,GSC
rml_c,L-Rhamnulose,,,,,,,IN,,IN,IN,IN,IN,IN,IN,IN,,,,,,,IN,,IN,IN,IN,IN,IN,IN,IN
rml1p_c,L-Rhamnulose 1-phosphate,,,,,,,IN,,GSC,IN,GSC,GSC,GSC,GSC,IN,,,,,,,IN,,GSC,IN,GSC,GSC,GSC,GSC,IN
s7p_c,Sedoheptulose 7-phosphate,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
sbt6p_c,D-Sorbitol 6-phosphate,,,,,,,,,GSC,IS,GSC,GSC,IS,GSC,GSC,,,,,,,,,GSC,IS,GSC,GSC,IS,GSC,GSC
sel_c,Selenate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selnp_c,Selenophosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ser__D_c,D-Serine,,,,,,,IS,IN,GSC,IS,GSC,GSC,GSC,GSC,GSC,,,,,,,IS,IN,GSC,IS,GSC,GSC,GSC,GSC,GSC
suc6p_c,Sucrose 6-phosphate,,,,,,,,,IS,IS,IN,IN,IN,IS,IN,,,,,,,,,IS,IS,IN,IN,IN,IS,IN
succ_c,Succinate,OUT,GSC,GSC,GSC,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
sucorn_c,N2-Succinyl-L-ornithine,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,,,,,,,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
sufbcd_c,SufBCD scaffold complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sufsesh_c,SufSE with bound sulfur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tagdp__D_c,"D-Tagatose 1,6-biphosphate",,,,,,,IS,,GSC,GSC,IS,GSC,IS,GSC,GSC,,,,,,,IS,,GSC,GSC,IS,GSC,IS,GSC,GSC
tartr__D_c,D-tartrate,,,,,,,,,IN,,IN,IN,IN,IN,,,,,,,,,,IN,,IN,IN,IN,IN,
tdeACP_c,Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),,OUT,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
thr__L_c,L-Threonine,GSC,GSC,IS,IS,IS,IS,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,GSC,GSC,IS,IS,IS,IS,GSC,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
thrtrna_c,L-Threonyl-tRNA(Thr),IS,IS,,,,,,IS,,IS,IS,IS,IS,IS,IS,IS,IS,,,,,,IS,,IS,IS,IS,IS,IS,IS
thymd_c,Thymidine C10H14N2O5,IS,,IS,IS,IS,IS,,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC,IS,,IS,IS,IS,IS,,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC
tma_c,Trimethylamine,IN,,,,,,,,IS,,IS,IS,IS,IS,IS,IN,,,,,,,,IS,,IS,IS,IS,IS,IS
tmao_c,Trimethylamine N-oxide,,,,,,,,,IS,,IS,IS,IS,IS,IS,,,,,,,,,IS,,IS,IS,IS,IS,IS
toct2eACP_c,Trans-Oct-2-enoyl-[acyl-carrier protein],,OUT,,,,,OUT,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,GSC,GSC,OUT,GSC,GSC,GSC,GSC,GSC
trnaarg_c,TRNA(Arg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trnaglu_c,TRNA (Glu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trnahis_c,TRNA(His),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trnaser_c,TRNA(Ser),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trnatrp_c,TRNA(Trp),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ttdcea_c,Tetradecenoate (n-C14:1),,OUT,IS,IS,IS,IS,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC,,OUT,IS,IS,IS,IS,,GSC,GSC,GSC,GSC,GSC,GSC,GSC,GSC
u3aga_c,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,,GSC,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,,,GSC,IN,GSC,GSC,GSC,GSC,GSC
u3hga_c,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
uacmamu_c,UDP-N-acetyl-D-mannosaminouronate,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT,,OUT,,,,,,,OUT,IS,OUT,OUT,OUT,OUT,OUT
uama_c,UDP-N-acetylmuramoyl-L-alanine,,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC
uamag_c,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC,,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC
uamr_c,UDP-N-acetylmuramate,OUT,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC,OUT,OUT,,,,,OUT,OUT,GSC,IS,GSC,GSC,GSC,GSC,GSC
udcpdp_c,Undecaprenyl diphosphate,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT,OUT
udpLa4fn_c,Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose,,OUT,,,,,,,OUT,IS,OUT,IS,OUT,IS,OUT,,OUT,,,,,,,OUT,IS,OUT,IS,OUT,IS,OUT
ugmda_c,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",,GSC,,,,,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC,,GSC,,,,,OUT,GSC,GSC,IN,GSC,GSC,GSC,GSC,GSC
