bigg_id,name,iAF692_results,iAF987_results,iAM_Pb448_results,iAM_Pc455_results,iAM_Pf480_results,iAM_Pk459_results,iHN637_results,iJN1463_results,iML1515_results,iPC815_results,iSDY_1059_results,iSF_1195_results,iSSON_1240_results,iSbBS512_1146_results,iYL1228_results,iAF692,iAF987,iAM_Pb448,iAM_Pc455,iAM_Pf480,iAM_Pk459,iHN637,iJN1463,iML1515,iPC815,iSDY_1059,iSF_1195,iSSON_1240,iSbBS512_1146,iYL1228
mops_c,MOPS C7H14NO4S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxglyc_c,Oxaloglycolate C4H2O6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peptido_BS_c,Peptidoglycan subunit of Bacillus subtilis C40H62N8O21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pgly_BS_c,Phosphatidylglycerol  B subtils  C3736H7272O1000P100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppi_e,Diphosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pser__D_e,D-O-Phosphoserine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ptdcal_c,Pentadecanal C15H30O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purine_c,Purine C5H5N4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ser_L_ala__L_c,Ser Ala C6H12N2O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ser_L_ile__L_c,Ser Ile C9H18N2O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ser_L_leu__L_c,Ser Leu C9H18N2O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strcoa_c,Stearyl CoA  n C180CoA  C39H66N7O17P3S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sula_c,Sulfoacetate C2H2O5S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thr_L_phe__L_c,Thr Phe C13H18N2O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trdca_c,Tridecanoate C13H25O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trdcal_c,Tridecanal C13H26O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uacgala_c,UDP N acetyl D galactosamine C17H25N3O17P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unk2_BS_c,Unknown 2 C5H17O11NP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2coum_c,Cis-2-Hydroxy cinnamate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5moxact_c,5-Methoxyindoleacetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_2_20_4_c,Pa hs 18 2 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail345p_hs_18_2_18_2_c,Pail345p hs 18 2 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail4p_hs_18_2_18_2_c,Pail4p hs 18 2 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps_hs_18_2_18_2_c,Ps hs 18 2 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail45p_hs_18_1_20_4_c,Pail45p hs 18 1 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail345p_hs_18_1_20_4_c,Pail345p hs 18 1 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pchol_hs_18_1_20_4_c,Pchol hs 18 1 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps_hs_18_1_20_4_c,Ps hs 18 1 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail_hs_18_1_18_2_c,"Phosphatidylinositol (homo sapiens, C18:1, C18:2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdpdag_hs_18_1_18_2_c,"CDP diacylglycerol (homo sapiens, C18:1, C18:2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdpdag_hs_18_1_18_1_c,"CDP diacylglycerol (homo sapiens, C18:1, C18:1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pchol_hs_18_1_18_1_c,"Phosphatidylcholine (homo sapiens, C18:1, C18:1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail345p_hs_18_0_20_4_c,Pail345p hs 18 0 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_0_20_4_c,"Phosphatidic acid (homo sapiens,  C18:0, C20:4) cytosol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps_hs_18_0_20_4_c,"Phosphatidylserine (homo sapiens, C18:0, C20:4) cytosol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail45p_hs_18_0_18_2_c,Pail45p hs 18 0 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail345p_hs_18_0_18_2_c,Pail345p hs 18 0 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_0_18_2_c,Pa hs 18 0 18 2[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail_hs_18_0_18_1_c,Pail hs 18 0 18 1[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps_hs_18_0_18_1_c,Ps hs 18 0 18 1[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe_hs_18_0_18_1_c,Pe hs 18 0 18 1[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_0_18_0_c,Pa hs 18 0 18 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail4p_hs_16_0_20_4_c,Pail4p hs 16 0 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail_hs_16_0_18_2_c,"Phosphatidylinositol (homo sapiens, C16:0, C18:2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_16_0_18_1_c,"Phosphatidic acid (homo sapiens, C16:0, C18:1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe_hs_16_0_18_1_c,"Phosphatidylethanolamine (homo sapiens, C16:0, C18:1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail45p_hs_16_0_18_0_c,Pail45p hs 16 0 18 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail345p_hs_16_0_18_0_c,Pail345p hs 16 0 18 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail_hs_20_4_20_4_c,Pail hs 20 4 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_20_4_20_4_c,Pa hs 20 4 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mag_hs_20_4_c,Monoglycerol 2 (homo sapiens C20:4) cytosol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha_hs_20_4_c,Alpha hs 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail34p_hs_18_2_20_4_c,Pail34p hs 18 2 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdpdag_hs_18_2_20_4_c,Cdpdag hs 18 2 20 4[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pail_hs_16_0_18_0_c,Pail hs 16 0 18 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe_hs_16_0_18_0_c,Pe hs 16 0 18 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pchol_hs_16_0_16_0_c,"Phosphatidylcholine (homo sapiens, C16:0, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ps_hs_16_0_16_0_c,Ps hs 16 0 16 0[c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe_hs_16_0_16_0_c,"Phosphatidylethanolamine (homo sapiens, C16:0, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpa_hs_18_2_c,"Lysophosphatidic acid (homo sapiens, C18:2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdpdag_hs_18_2_16_0_c,"CDP diacylglycerol (homo sapiens, C18:2, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dag_hs_18_2_16_0_c,"Diacylglycerol (homo sapiens, C18:2, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_2_16_0_c,"Phosphatidic acid (homo sapiens, C18:2, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pa_hs_18_2_18_1_c,"Phosphatidic acid (homo sapiens, C18:2, C18:1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pe_hs_18_2_16_0_c,"Phosphatidylethanolamine (homo sapiens, C18:2, C16:0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normete__L_e,L-Normetanephrine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12HPET_e,"12-Hydroperoxyeicosa-5,8,10,14-tetraenoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17ahprgnlone_m,17alpha-Hydroxypregnenolone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bcrn_e,3-hydroxy butyryl carnitine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mob_e,3-Methyl-2-oxobutanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3tdcrn_c,3-hydroxy-tetradecanoyl carnitine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4abutn_e,4-Aminobutanal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56dthm_m,"5,6-Dihydrothymine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5HPET_r,"5-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5mthf_r,5-Methyltetrahydrofolate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5oxpro_e,5-Oxoproline,,,,,,,,IN,,,,,,,,,,,,,,,IN,,,,,,,
C01241_m,Phosphatidyl-N-methylethanolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01507_c,"L-Iditol; (2R,3S,4S,5R)-Hexane-1,2,3,4,5,6-hexol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01601_c,Nonanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01747_l,Psychosine(1+); Galactosylsphingosine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C01836_m,Neurotensin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02356_c,(S)-2-Aminobutanoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02470_m,Xanthurenic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02528_e,Chenodeoxycholate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02712_c,N-Acetylmethionine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C02744_g,Psychosine sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03405_c,Lactosylceramide sulfate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C03693_c,"D-Mannose 1,6-bisphosphate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04295_c,"Androst-5-ene-3beta,17beta-diol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04295_r,"Androst-5-ene-3beta,17beta-diol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04805_n,5(S)-HETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04843_c,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04843_r,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04843_x,"(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C04849_e,"(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05284_m,"11beta-Hydroxyandrost-4-ene-3,17-dione",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05298_c,2-Hydroxyestrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05298_r,2-Hydroxyestrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05302_c,2-Methoxyestradiol-17beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05708_c,Selenomethionine se-oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05708_r,Selenomethionine se-oxide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05769_c,Coproporphyrin I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05957_c,Prostaglandin J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C05957_r,Prostaglandin J2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06199_l,Hordenine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06315_n,Lipoxin B4(1-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06453_c,Methylcobalamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C06948_c,Diazepam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C08261_c,Azelaic acid; nonanedioic acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C09640_c,(-)-Salsoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11304_c,S-(PGA1)-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11304_r,S-(PGA1)-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11695_c,Anandamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14768_c,"5,6-EET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14768_r,"5,6-EET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14771_c,"14,15-EET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14771_r,"14,15-EET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14826_c,12(13)-EpOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14826_r,12(13)-EpOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE0074_c,Alloxan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1059_c,"N1,N8-diacetylspermidine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1273_c,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1273_r,"5beta-cholestane-3alpha,7alpha,12alpha,24S,25-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1274_c,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1274_r,"3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1278_c,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1278_r,"5beta-cholestane-3alpha,7alpha,12alpha,25,27-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1279_c,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1279_r,"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1292_m,3beta-hydroxy-5-cholestene-27-oate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1294_c,27alpha-hydroxy-8-dehydrocholesterol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1298_m,3beta-hydroxy-5-cholestenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1310_m,N-acetyl-L-cysteine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1401_c,Homocysteine thiolactone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1554_c,N-acetyl-L-alanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1556_c,N-acetyl-L-asparagine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1562_c,"5,6-indolequinone-2-carboxylate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1925_e,3'-carboxy-alpha-chromanol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1926_e,Gama-carboxyethyl-hydroxychroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1937_c,Spermic acid 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1940_e,Spermidine monoaldehyde 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1941_c,Isoputreanine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE1943_e,Spermidine dialdehyde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2006_c,4-hydroxy-2-nonenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2011_n,Hypothiocyanite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2028_c,Beta-hydroxy-beta-methylbutyrate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2053_m,20-oxo-leukotriene B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2084_m,"5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2174_c,"4,6,7-trihydroxy-1,2,3,4-tetrahydroisoquinoline",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2176_c,3-O-methyldopa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2180_c,4-hydroxyestrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2180_r,4-hydroxyestrone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2186_c,4-methoxy-17beta-estradiol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2201_m,"23S,25-dihydroxyvitamin D3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2202_c,"23S,25,26-trihydroxyvitamin D3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2204_c,"25-hydroxyvitamin D3-26,23-lactone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2206_c,"24-oxo-1alpha,25-dihydroxyvitamin D3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2207_c,"24-oxo-1alpha,23,25-trihydroxyvitamin D3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2242_n,Trans-docos-2-enoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2247_c,3-hydroxyeicosanoyl-CoA (4-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2250_c,3-oxodocosanoyl-CoA(4-),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2253_c,3-oxotetracosanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2421_c,(3S)-3-hydroxylinoleoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2424_c,"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2445_c,6-trans-leukotriene B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2510_c,11-cis-eicosenoate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2516_c,"(8Z,11Z,14Z)-eicosatrienoic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2516_r,"(8Z,11Z,14Z)-eicosatrienoic acid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2537_c,"15-hydroxy-(8Z,11Z,13E)-eicosatrienoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2568_c,15-epi-lipoxin A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2568_r,15-epi-lipoxin A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2568_x,15-epi-lipoxin A4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2569_c,15-epi-lipoxin B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2569_r,15-epi-lipoxin B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2569_x,15-epi-lipoxin B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2577_c,4-oxo-2-nonenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2597_c,3(S)-3-hydroxydodecen-(5Z)-oyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2705_c,"7,8-Dihydrobiopterin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2846_c,Fructoselysine 3-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2847_c,Fructoseglycine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2863_m,Neurotensin 11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2882_r,"3,3',5'-triiodothyroacetate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2890_c,Dynorphin A (6-8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2915_e,Beta-casomorphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2916_c,Neocasomorphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2917_e,Apelin-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2947_c,Xanthurenate-8-O-beta-D-glucoside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2953_r,"Rac-5,6-epoxy-retinoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2955_c,"All-trans-3,4-didehydroretinoate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE2961_r,4-hydroxy-all-trans-retinyl acetate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE3075_c,Sorbitol 3-phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE3092_m,Glutathionyl-3-hydroxykynurenine glucoside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE3481_c,1-lyso-2-arachidonoyl-phosphatidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE3481_r,1-lyso-2-arachidonoyl-phosphatidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4633_l,Hypochlorous acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4722_e,Beta-casomorphin (1-6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4724_e,Apelin (1-12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4754_c,Dynorphin B (6-9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4817_c,"3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4824_c,"Tetracosa-9,12,15,18,21-all-cis-pentaenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4830_c,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4830_r,"2-trans-9,12,15,18-all-cis-tetracosapentaenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4834_c,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4834_r,"3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4841_c,"3-oxoeicosa-cis,cis-11,14-dienoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4844_c,"3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4846_c,"Trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4849_c,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4849_r,"3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4855_c,"All-cis-12,15,18,21-tetracosatetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4855_r,"All-cis-12,15,18,21-tetracosatetraenoyl-CoA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4881_l,Nitryl chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4936_n,N-acetyl-leukotriene E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4988_m,"10,11-dihydro-12-epi-leukotriene B4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4989_c,"20-OH-10,11-dihydro-leukotriene B4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4989_r,"20-OH-10,11-dihydro-leukotriene B4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4990_m,12-oxo-leukotriene B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE4993_m,"10,11-dihydro-12R-hydroxy-leukotriene C4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5122_c,3(S)-phytanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5126_c,(2R)-pristanoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5140_c,12-oxo-20-trihydroxy-leukotriene B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5140_r,12-oxo-20-trihydroxy-leukotriene B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5144_c,3-oxo-11-cis-eicosenoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5144_r,3-oxo-11-cis-eicosenoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5160_c,3-oxo-cis-9-octadecenoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5160_r,3-oxo-cis-9-octadecenoyl-CoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5236_n,O2'-4a-cyclic-tetrahydrobiopterin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5239_c,2-hydroxy-17beta-estradiol-4-S-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5239_r,2-hydroxy-17beta-estradiol-4-S-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5239_x,2-hydroxy-17beta-estradiol-4-S-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5241_m,2-hydroxy-17beta-estradiol-1-S-glutathione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5249_m,"17beta-estradiol-3,4-quinone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5251_c,"Estrone-3,4-quinone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CE5251_r,"Estrone-3,4-quinone",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
